PAR22CD,PAR22NM,WD22CD,WD22NM,LAD22CD,LAD22NM,ObjectId
E04000354,Bempton,E05001688,Bridlington Central and Old Town,E06000011,East Riding of Yorkshire,337
E04000361,Boynton,E05001688,Bridlington Central and Old Town,E06000011,East Riding of Yorkshire,338
E04000404,Grindale,E05001688,Bridlington Central and Old Town,E06000011,East Riding of Yorkshire,339
E04000511,Bridlington,E05001688,Bridlington Central and Old Town,E06000011,East Riding of Yorkshire,340
E04000393,Flamborough,E05001689,Bridlington North,E06000011,East Riding of Yorkshire,341
E04000511,Bridlington,E05001689,Bridlington North,E06000011,East Riding of Yorkshire,342
E04000511,Bridlington,E05001690,Bridlington South,E06000011,East Riding of Yorkshire,343
E04000505,Woodmansey,E05001691,Cottingham North,E06000011,East Riding of Yorkshire,344
E04000509,Cottingham,E05001691,Cottingham North,E06000011,East Riding of Yorkshire,345
E04000033,Maghull,E05000946,Molyneux,E08000014,Sefton,346
E04000034,Melling,E05000946,Molyneux,E08000014,Sefton,347
E04000032,Lydiate,E05000949,Park,E08000014,Sefton,348
E04000033,Maghull,E05000949,Park,E08000014,Sefton,349
E04000035,Sefton,E05000949,Park,E08000014,Sefton,350
E04000030,Ince Blundell,E05000950,Ravenmeols,E08000014,Sefton,351
E04000031,Little Altcar,E05000950,Ravenmeols,E08000014,Sefton,352
E04000038,Formby,E05000950,Ravenmeols,E08000014,Sefton,353
E04000033,Maghull,E05000952,Sudell,E08000014,Sefton,354
E04000039,Billingley,E05000978,Darfield,E08000016,Barnsley,355
E04000048,Little Houghton,E05000978,Darfield,E08000016,Barnsley,356
E04000043,Great Houghton,E05000987,North East,E08000016,Barnsley,357
E04000051,Shafton,E05000987,North East,E08000016,Barnsley,358
E04000041,Cawthorne,E05000989,Penistone East,E08000016,Barnsley,359
E04000045,High Hoyland,E05000989,Penistone East,E08000016,Barnsley,360
E04000046,Hunshelf,E05000989,Penistone East,E08000016,Barnsley,361
E04000049,Oxspring,E05000989,Penistone East,E08000016,Barnsley,362
E04000050,Penistone,E05000989,Penistone East,E08000016,Barnsley,363
E04000052,Silkstone,E05000989,Penistone East,E08000016,Barnsley,364
E04000053,Stainborough,E05000989,Penistone East,E08000016,Barnsley,365
E04000054,Tankersley,E05000989,Penistone East,E08000016,Barnsley,366
E04000055,Thurgoland,E05000989,Penistone East,E08000016,Barnsley,367
E04000056,Wortley,E05000989,Penistone East,E08000016,Barnsley,368
E04000042,Dunford,E05000990,Penistone West,E08000016,Barnsley,369
E04000346,Asselby,E05001699,Howden,E06000011,East Riding of Yorkshire,370
E04000350,Barmby on the Marsh,E05001699,Howden,E06000011,East Riding of Yorkshire,371
E04000044,Gunthwaite and Ingbirchworth,E05000990,Penistone West,E08000016,Barnsley,372
E04000247,Walton,E05001448,"Crofton, Ryhill and Walton",E08000036,Wakefield,373
E04000417,Howden,E05001699,Howden,E06000011,East Riding of Yorkshire,374
E04000251,Wintersett,E05001448,"Crofton, Ryhill and Walton",E08000036,Wakefield,375
E04000047,Langsett,E05000990,Penistone West,E08000016,Barnsley,376
E04000360,Blacktoft,E05001700,Howdenshire,E06000011,East Riding of Yorkshire,377
E04000230,Featherstone,E05001449,Featherstone,E08000036,Wakefield,378
E04000050,Penistone,E05000990,Penistone West,E08000016,Barnsley,379
E04000364,Broomfleet,E05001700,Howdenshire,E06000011,East Riding of Yorkshire,380
E04000240,Sharlston,E05001449,Featherstone,E08000036,Wakefield,381
E04000365,Bubwith,E05001700,Howdenshire,E06000011,East Riding of Yorkshire,382
E04000232,Hemsworth,E05001450,Hemsworth,E08000036,Wakefield,383
E04000383,Eastrington,E05001700,Howdenshire,E06000011,East Riding of Yorkshire,384
E04000243,South Hiendley,E05001450,Hemsworth,E08000036,Wakefield,385
E04000386,Ellerton,E05001700,Howdenshire,E06000011,East Riding of Yorkshire,386
E04000230,Featherstone,E05001453,Normanton,E08000036,Wakefield,387
E04000394,Foggathorpe,E05001700,Howdenshire,E06000011,East Riding of Yorkshire,388
E04000235,Newland with Woodhouse Moor,E05001453,Normanton,E08000036,Wakefield,389
E04000399,Gilberdyke,E05001700,Howdenshire,E06000011,East Riding of Yorkshire,390
E04000236,Normanton,E05001453,Normanton,E08000036,Wakefield,391
E04000248,Warmfield cum Heath,E05001453,Normanton,E08000036,Wakefield,392
E04000228,Darrington,E05001456,Pontefract South,E08000036,Wakefield,393
E04000229,East Hardwick,E05001456,Pontefract South,E08000036,Wakefield,394
E04000242,South Elmsall,E05001457,South Elmsall and South Kirkby,E08000036,Wakefield,395
E04000244,South Kirkby and Moorthorpe,E05001457,South Elmsall and South Kirkby,E08000036,Wakefield,396
E04000226,Crigglestone,E05001461,Wakefield Rural,E08000036,Wakefield,397
E04000241,Sitlington,E05001461,Wakefield Rural,E08000036,Wakefield,398
E04000249,West Bretton,E05001461,Wakefield Rural,E08000036,Wakefield,399
E04000252,Woolley,E05001461,Wakefield Rural,E08000036,Wakefield,400
E04000545,Broughton,E05001735,Broughton and Appleby,E06000013,North Lincolnshire,401
E04001141,Bracknell,E05002273,Bullbrook,E06000036,Bracknell Forest,402
E04001143,Sandhurst,E05002274,Central Sandhurst,E06000036,Bracknell Forest,403
E04000575,Roxby cum Risby,E05001735,Broughton and Appleby,E06000013,North Lincolnshire,404
E04001143,Sandhurst,E05002275,College Town,E06000036,Bracknell Forest,405
E04002734,Brushfield,E05003354,Hartington and Taddington,E07000035,Derbyshire Dales,406
E04000546,Burringham,E05001737,Burringham and Gunness,E06000013,North Lincolnshire,407
E04001141,Bracknell,E05002276,Crown Wood,E06000036,Bracknell Forest,408
E04002739,Chelmorton,E05003354,Hartington and Taddington,E07000035,Derbyshire Dales,409
E04000559,Gunness,E05001737,Burringham and Gunness,E06000013,North Lincolnshire,410
E04001145,Winkfield,E05002276,Crown Wood,E06000036,Bracknell Forest,411
E04003952,Broomfield,E05004098,Broomfield and The Walthams,E07000070,Chelmsford,412
E04002752,Flagg,E05003354,Hartington and Taddington,E07000035,Derbyshire Dales,413
E04000591,Ashby Parkland,E05001737,Burringham and Gunness,E06000013,North Lincolnshire,414
E04002804,Sheldon,E05003344,Bakewell,E07000035,Derbyshire Dales,415
E04001142,Crowthorne,E05002277,Crowthorne,E06000036,Bracknell Forest,416
E04003027,Eggesford,E05003526,Taw,E07000042,Mid Devon,417
E04002761,Hartington Middle Quarter,E05003354,Hartington and Taddington,E07000035,Derbyshire Dales,418
E04003960,Great Waltham,E05004098,Broomfield and The Walthams,E07000070,Chelmsford,419
E04002808,South Darley,E05003365,Winster and South Darley,E07000035,Derbyshire Dales,420
E04000535,Alkborough,E05001738,Burton upon Stather and Winterton,E06000013,North Lincolnshire,421
E04002731,Bradwell,E05003345,Bradwell,E07000035,Derbyshire Dales,422
E04001240,Winnersh,E05002395,Winnersh,E06000041,Wokingham,423
E04001141,Bracknell,E05002278,Great Hollands North,E06000036,Bracknell Forest,424
E04003041,Nymet Rowland,E05003526,Taw,E07000042,Mid Devon,425
E04002763,Hartington Town Quarter,E05003354,Hartington and Taddington,E07000035,Derbyshire Dales,426
E04003963,Little Waltham,E05004098,Broomfield and The Walthams,E07000070,Chelmsford,427
E04000547,Burton upon Stather,E05001738,Burton upon Stather and Winterton,E06000013,North Lincolnshire,428
E04002819,Winster,E05003365,Winster and South Darley,E07000035,Derbyshire Dales,429
E04002753,Foolow,E05003345,Bradwell,E07000035,Derbyshire Dales,430
E04001231,Finchampstead,E05002396,Wokingham Without,E06000041,Wokingham,431
E04001141,Bracknell,E05002279,Great Hollands South,E06000036,Bracknell Forest,432
E04003061,Wembworthy,E05003526,Taw,E07000042,Mid Devon,433
E04002812,Taddington,E05003354,Hartington and Taddington,E07000035,Derbyshire Dales,434
E04003973,Springfield,E05004099,Chelmer Village and Beaulieu Park,E07000070,Chelmsford,435
E04000556,Flixborough,E05001738,Burton upon Stather and Winterton,E06000013,North Lincolnshire,436
E04002820,Wirksworth,E05003366,Wirksworth,E07000035,Derbyshire Dales,437
E04002756,Great Hucklow,E05003345,Bradwell,E07000035,Derbyshire Dales,438
E04001242,Wokingham Without,E05002396,Wokingham Without,E06000041,Wokingham,439
E04001141,Bracknell,E05002280,Hanworth,E06000036,Bracknell Forest,440
E04003064,Zeal Monachorum,E05003526,Taw,E07000042,Mid Devon,441
E04002714,Abney and Abney Grange,E05003355,Hathersage and Eyam,E07000035,Derbyshire Dales,442
E04003953,Chignall,E05004100,Chelmsford Rural West,E07000070,Chelmsford,443
E04003957,Good Easter,E05004100,Chelmsford Rural West,E07000070,Chelmsford,444
E04003961,Highwood,E05004100,Chelmsford Rural West,E07000070,Chelmsford,445
E04003965,Mashbury,E05004100,Chelmsford Rural West,E07000070,Chelmsford,446
E04003966,Pleshey,E05004100,Chelmsford Rural West,E07000070,Chelmsford,447
E04003968,Roxwell,E05004100,Chelmsford Rural West,E07000070,Chelmsford,448
E04003956,Galleywood,E05004101,Galleywood,E07000070,Chelmsford,449
E04003959,Great Baddow,E05004103,Great Baddow East,E07000070,Chelmsford,450
E04003959,Great Baddow,E05004104,Great Baddow West,E07000070,Chelmsford,451
E04003954,Danbury,E05004105,"Little Baddow, Danbury and Sandon",E07000070,Chelmsford,452
E04003962,Little Baddow,E05004105,"Little Baddow, Danbury and Sandon",E07000070,Chelmsford,453
E04003970,Sandon,E05004105,"Little Baddow, Danbury and Sandon",E07000070,Chelmsford,454
E04003967,Rettendon,E05004110,Rettendon and Runwell,E07000070,Chelmsford,455
E04003969,Runwell,E05004110,Rettendon and Runwell,E07000070,Chelmsford,456
E04003964,Margaretting,E05004112,"South Hanningfield, Stock and Margaretting",E07000070,Chelmsford,457
E04003971,South Hanningfield,E05004112,"South Hanningfield, Stock and Margaretting",E07000070,Chelmsford,458
E04003974,Stock,E05004112,"South Hanningfield, Stock and Margaretting",E07000070,Chelmsford,459
E04003972,South Woodham Ferrers,E05004113,South Woodham-Chetwood and Collingwood,E07000070,Chelmsford,460
E04003972,South Woodham Ferrers,E05004114,South Woodham-Elmwood and Woodville,E07000070,Chelmsford,461
E04003973,Springfield,E05004115,Springfield North,E07000070,Chelmsford,462
E04003977,Writtle,E05004119,Writtle,E07000070,Chelmsford,463
E04004016,Epping Upland,E05004147,"Broadley Common, Epping Upland and Nazeing",E07000072,Epping Forest,464
E04004025,Nazeing,E05004147,"Broadley Common, Epping Upland and Nazeing",E07000072,Epping Forest,465
E04004028,Roydon,E05004147,"Broadley Common, Epping Upland and Nazeing",E07000072,Epping Forest,466
E04004038,Buckhurst Hill,E05004148,Buckhurst Hill East,E07000072,Epping Forest,467
E04004038,Buckhurst Hill,E05004149,Buckhurst Hill West,E07000072,Epping Forest,468
E04004039,Chigwell,E05004150,Chigwell Row,E07000072,Epping Forest,469
E04004039,Chigwell,E05004151,Chigwell Village,E07000072,Epping Forest,470
E04004027,Ongar,E05004152,"Chipping Ongar, Greensted and Marden Ash",E07000072,Epping Forest,471
E04004015,Epping,E05004153,Epping Hemnall,E07000072,Epping Forest,472
E04004015,Epping,E05004154,Epping Lindsey and Thornwood Common,E07000072,Epping Forest,473
E04004026,North Weald Bassett,E05004154,Epping Lindsey and Thornwood Common,E07000072,Epping Forest,474
E04004039,Chigwell,E05004155,Grange Hill,E07000072,Epping Forest,475
E04004013,Abbess Beauchamp and Berners Roding,E05004157,"High Ongar, Willingale and The Rodings",E07000072,Epping Forest,476
E04004019,High Ongar,E05004157,"High Ongar, Willingale and The Rodings",E07000072,Epping Forest,477
E04004037,Willingale,E05004157,"High Ongar, Willingale and The Rodings",E07000072,Epping Forest,478
E04004020,Lambourne,E05004158,Lambourne,E07000072,Epping Forest,479
E04004040,Loughton,E05004159,Loughton Alderton,E07000072,Epping Forest,480
E04004040,Loughton,E05004160,Loughton Broadway,E07000072,Epping Forest,481
E04004040,Loughton,E05004161,Loughton Fairmead,E07000072,Epping Forest,482
E04004040,Loughton,E05004162,Loughton Forest,E07000072,Epping Forest,483
E04004040,Loughton,E05004163,Loughton Roding,E07000072,Epping Forest,484
E04004040,Loughton,E05004164,Loughton St John's,E07000072,Epping Forest,485
E04004040,Loughton,E05004165,Loughton St Mary's,E07000072,Epping Forest,486
E04004025,Nazeing,E05004166,Lower Nazeing,E07000072,Epping Forest,487
E04004029,Sheering,E05004167,Lower Sheering,E07000072,Epping Forest,488
E04002750,Eyam,E05003355,Hathersage and Eyam,E07000035,Derbyshire Dales,489
E04003013,Chawleigh,E05003527,Taw Vale,E07000042,Mid Devon,490
E04001292,Rottingdean,E05002433,Rottingdean Coastal,E06000043,Brighton and Hove,491
E04000583,West Halton,E05001738,Burton upon Stather and Winterton,E06000013,North Lincolnshire,492
E04002665,Alfreton,E05003280,Alfreton,E07000032,Amber Valley,493
E04002758,Grindleford,E05003355,Hathersage and Eyam,E07000035,Derbyshire Dales,494
E04003036,Lapford,E05003527,Taw Vale,E07000042,Mid Devon,495
E04003018,Clayhidon,E05003528,Upper Culm,E07000042,Mid Devon,496
E04002824,Middleton,E05003366,Wirksworth,E07000035,Derbyshire Dales,497
E04000584,Whitton,E05001738,Burton upon Stather and Winterton,E06000013,North Lincolnshire,498
E04002767,Highlow,E05003355,Hathersage and Eyam,E07000035,Derbyshire Dales,499
E04002664,Alderwasley,E05003281,Alport,E07000032,Amber Valley,500
E04002759,Grindlow,E05003345,Bradwell,E07000035,Derbyshire Dales,501
E04001141,Bracknell,E05002281,Harmans Water,E06000036,Bracknell Forest,502
E04002666,Ashleyhay,E05003281,Alport,E07000032,Amber Valley,503
E04001145,Winkfield,E05002281,Harmans Water,E06000036,Bracknell Forest,504
E04002766,Hazlebadge,E05003345,Bradwell,E07000035,Derbyshire Dales,505
E04002671,"Dethick, Lea and Holloway",E05003281,Alport,E07000032,Amber Valley,506
E04001143,Sandhurst,E05002282,Little Sandhurst and Wellington,E06000036,Bracknell Forest,507
E04000585,Winteringham,E05001738,Burton upon Stather and Winterton,E06000013,North Lincolnshire,508
E04003025,Culmstock,E05003528,Upper Culm,E07000042,Mid Devon,509
E04002779,Little Hucklow,E05003345,Bradwell,E07000035,Derbyshire Dales,510
E04002795,Offerton,E05003355,Hathersage and Eyam,E07000035,Derbyshire Dales,511
E04002673,Hazelwood,E05003281,Alport,E07000032,Amber Valley,512
E04001141,Bracknell,E05002283,Old Bracknell,E06000036,Bracknell Forest,513
E04003007,Bradninch,E05003510,Bradninch,E07000042,Mid Devon,514
E04000586,Winterton,E05001738,Burton upon Stather and Winterton,E06000013,North Lincolnshire,515
E04003029,Hemyock,E05003528,Upper Culm,E07000042,Mid Devon,516
E04002732,Brailsford,E05003346,Brailsford,E07000035,Derbyshire Dales,517
E04012408,Hathersage,E05003355,Hathersage and Eyam,E07000035,Derbyshire Dales,518
E04002678,Idridgehay and Alton,E05003281,Alport,E07000032,Amber Valley,519
E04001143,Sandhurst,E05002284,Owlsmoor,E06000036,Bracknell Forest,520
E04003005,Bickleigh,E05003511,Cadbury,E07000042,Mid Devon,521
E04000539,Barrow upon Humber,E05001740,Ferry,E06000013,North Lincolnshire,522
E04003056,Uffculme,E05003528,Upper Culm,E07000042,Mid Devon,523
E04002769,Hollington,E05003346,Brailsford,E07000035,Derbyshire Dales,524
E04002724,Biggin,E05003356,Hulland,E07000035,Derbyshire Dales,525
E04002690,Shottle and Postern,E05003281,Alport,E07000032,Amber Valley,526
E04001141,Bracknell,E05002285,Priestwood and Garth,E06000036,Bracknell Forest,527
E04003011,Cadbury,E05003511,Cadbury,E07000042,Mid Devon,528
E04000550,Croxton,E05001740,Ferry,E06000013,North Lincolnshire,529
E04003006,Bow,E05003529,Upper Yeo,E07000042,Mid Devon,530
E04002782,Longford,E05003346,Brailsford,E07000035,Derbyshire Dales,531
E04002735,Callow,E05003356,Hulland,E07000035,Derbyshire Dales,532
E04002667,Belper,E05003282,Belper Central,E07000032,Amber Valley,533
E04001144,Warfield,E05002286,Warfield Harvest Ride,E06000036,Bracknell Forest,534
E04003012,Cadeleigh,E05003511,Cadbury,E07000042,Mid Devon,535
E04000552,East Halton,E05001740,Ferry,E06000013,North Lincolnshire,536
E04003016,Clannaborough,E05003529,Upper Yeo,E07000042,Mid Devon,537
E04002787,Mercaston,E05003346,Brailsford,E07000035,Derbyshire Dales,538
E04002771,Hulland,E05003356,Hulland,E07000035,Derbyshire Dales,539
E04002772,Hulland Ward,E05003356,Hulland,E07000035,Derbyshire Dales,540
E04002776,Kirk Ireton,E05003356,Hulland,E07000035,Derbyshire Dales,541
E04002760,Harthill,E05003357,Lathkill and Bradford,E07000035,Derbyshire Dales,542
E04002788,Middleton and Smerrill,E05003357,Lathkill and Bradford,E07000035,Derbyshire Dales,543
E04002789,Monyash,E05003357,Lathkill and Bradford,E07000035,Derbyshire Dales,544
E04002823,Youlgreave,E05003357,Lathkill and Bradford,E07000035,Derbyshire Dales,545
E04002757,Great Longstone,E05003358,Litton and Longstone,E07000035,Derbyshire Dales,546
E04002764,Hassop,E05003358,Litton and Longstone,E07000035,Derbyshire Dales,547
E04002780,Little Longstone,E05003358,Litton and Longstone,E07000035,Derbyshire Dales,548
E04002781,Litton,E05003358,Litton and Longstone,E07000035,Derbyshire Dales,549
E04002802,Rowland,E05003358,Litton and Longstone,E07000035,Derbyshire Dales,550
E04002817,Wardlow,E05003358,Litton and Longstone,E07000035,Derbyshire Dales,551
E04002727,Bonsall,E05003359,Masson,E07000035,Derbyshire Dales,552
E04002741,Cromford,E05003359,Masson,E07000035,Derbyshire Dales,553
E04002785,Matlock Bath,E05003359,Masson,E07000035,Derbyshire Dales,554
E04002786,Matlock Town,E05003360,Matlock All Saints,E07000035,Derbyshire Dales,555
E04002786,Matlock Town,E05003361,Matlock St Giles,E07000035,Derbyshire Dales,556
E04002813,Tansley,E05003361,Matlock St Giles,E07000035,Derbyshire Dales,557
E04002716,Alkmonton,E05003362,Norbury,E07000035,Derbyshire Dales,558
E04002728,Boylestone,E05003362,Norbury,E07000035,Derbyshire Dales,559
E04002742,Cubley,E05003362,Norbury,E07000035,Derbyshire Dales,560
E04002773,Hungry Bentley,E05003362,Norbury,E07000035,Derbyshire Dales,561
E04002784,Marston Montgomery,E05003362,Norbury,E07000035,Derbyshire Dales,562
E04002792,Norbury and Roston,E05003362,Norbury,E07000035,Derbyshire Dales,563
E04002801,Rodsley,E05003362,Norbury,E07000035,Derbyshire Dales,564
E04002807,Somersal Herbert,E05003362,Norbury,E07000035,Derbyshire Dales,565
E04002821,Yeaveley,E05003362,Norbury,E07000035,Derbyshire Dales,566
E04002725,Birchover,E05003363,Stanton,E07000035,Derbyshire Dales,567
E04002793,Northwood and Tinkersley,E05003363,Stanton,E07000035,Derbyshire Dales,568
E04002803,Rowsley,E05003363,Stanton,E07000035,Derbyshire Dales,569
E04002809,Stanton,E05003363,Stanton,E07000035,Derbyshire Dales,570
E04002815,Tideswell,E05003364,Tideswell,E07000035,Derbyshire Dales,571
