PAR22CD,PAR22NM,WD22CD,WD22NM,LAD22CD,LAD22NM,ObjectId
E04010604,Brignall,E05009034,Barnard Castle East,E06000047,County Durham,3178
E04010609,Cleatlam,E05009034,Barnard Castle East,E06000047,County Durham,3179
E04010623,Egglestone Abbey,E05009034,Barnard Castle East,E06000047,County Durham,3180
E04010632,Gainford,E05009034,Barnard Castle East,E06000047,County Durham,3181
E04010641,Headlam,E05009034,Barnard Castle East,E06000047,County Durham,3182
E04010644,Hilton,E05009034,Barnard Castle East,E06000047,County Durham,3183
E04010646,Hope,E05009034,Barnard Castle East,E06000047,County Durham,3184
E04010651,Hutton Magna,E05009034,Barnard Castle East,E06000047,County Durham,3185
E04010652,Ingleton,E05009034,Barnard Castle East,E06000047,County Durham,3186
E04010656,Langleydale and Shotton,E05009034,Barnard Castle East,E06000047,County Durham,3187
E04010657,Langton,E05009034,Barnard Castle East,E06000047,County Durham,3188
E04010662,Marwood,E05009034,Barnard Castle East,E06000047,County Durham,3189
E04010668,Morton Tinmouth,E05009034,Barnard Castle East,E06000047,County Durham,3190
E04010675,Ovington,E05009034,Barnard Castle East,E06000047,County Durham,3191
E04010679,Raby with Keverstone,E05009034,Barnard Castle East,E06000047,County Durham,3192
E04010680,Rokeby,E05009034,Barnard Castle East,E06000047,County Durham,3193
E04010684,Scargill,E05009034,Barnard Castle East,E06000047,County Durham,3194
E04010697,Staindrop,E05009034,Barnard Castle East,E06000047,County Durham,3195
E04010701,Streatlam and Stainton,E05009034,Barnard Castle East,E06000047,County Durham,3196
E04010707,Wackerfield,E05009034,Barnard Castle East,E06000047,County Durham,3197
E04010711,Westwick,E05009034,Barnard Castle East,E06000047,County Durham,3198
E04010713,Whorlton,E05009034,Barnard Castle East,E06000047,County Durham,3199
E04010716,Winston,E05009034,Barnard Castle East,E06000047,County Durham,3200
E04010879,West Allen,E05009154,South Tynedale,E06000057,Northumberland,3201
E04012162,Hexhamshire,E05009154,South Tynedale,E06000057,Northumberland,3202
E04012291,Hedley,E05009154,South Tynedale,E06000057,Northumberland,3203
E04010842,Choppington,E05009155,Stakeford,E06000057,Northumberland,3204
E04010752,Broomhaugh and Riding,E05009156,Stocksfield and Broomhaugh,E06000057,Northumberland,3205
E04010753,Stocksfield,E05009156,Stocksfield and Broomhaugh,E06000057,Northumberland,3206
E04010852,Prudhoe,E05009156,Stocksfield and Broomhaugh,E06000057,Northumberland,3207
E04012896,Blyth,E05009157,Wensleydale,E06000057,Northumberland,3208
E04010728,Akeld,E05009158,Wooler,E06000057,Northumberland,3209
E04010745,Bewick,E05009158,Wooler,E06000057,Northumberland,3210
E04010750,Branxton,E05009158,Wooler,E06000057,Northumberland,3211
E04010757,Carham,E05009158,Wooler,E06000057,Northumberland,3212
E04000818,Lower Harpton,E05009464,Kington,E06000019,"Herefordshire, County of",3213
E04000690,Avenbury,E05009444,Bishops Frome & Cradley,E06000019,"Herefordshire, County of",3214
E04010759,Chatton,E05009158,Wooler,E06000057,Northumberland,3215
E04010760,Chillingham,E05009158,Wooler,E06000057,Northumberland,3216
E04010769,Doddington,E05009158,Wooler,E06000057,Northumberland,3217
E04010771,Earle,E05009158,Wooler,E06000057,Northumberland,3218
E04010781,Ewart,E05009158,Wooler,E06000057,Northumberland,3219
E04010812,Ilderton,E05009158,Wooler,E06000057,Northumberland,3220
E04010813,Ingram,E05009158,Wooler,E06000057,Northumberland,3221
E04010815,Kilham,E05009158,Wooler,E06000057,Northumberland,3222
E04010816,Kirknewton,E05009158,Wooler,E06000057,Northumberland,3223
E04010821,Lilburn,E05009158,Wooler,E06000057,Northumberland,3224
E04010832,Milfield,E05009158,Wooler,E06000057,Northumberland,3225
E04010855,Roddam,E05009158,Wooler,E06000057,Northumberland,3226
E04010887,Wooler,E05009158,Wooler,E06000057,Northumberland,3227
E04011352,Selattyn and Gobowen,E05009281,"Gobowen, Selattyn and Weston Rhyn",E06000051,Shropshire,3228
E04011384,Weston Rhyn,E05009281,"Gobowen, Selattyn and Weston Rhyn",E06000051,Shropshire,3229
E04012255,Oswestry Rural,E05009281,"Gobowen, Selattyn and Weston Rhyn",E06000051,Shropshire,3230
E04012254,Oswestry,E05009282,Oswestry East,E06000051,Shropshire,3231
E04012254,Oswestry,E05009283,Oswestry South,E06000051,Shropshire,3232
E04012254,Oswestry,E05009284,Oswestry West,E06000051,Shropshire,3233
E04011215,Baschurch,E05009285,Ruyton and Baschurch,E06000051,Shropshire,3234
E04011291,Hordley,E05009285,Ruyton and Baschurch,E06000051,Shropshire,3235
E04012266,Ruyton-XI-Towns,E05009285,Ruyton and Baschurch,E06000051,Shropshire,3236
E04012255,Oswestry Rural,E05009286,St Oswald,E06000051,Shropshire,3237
E04012256,Whittington,E05009287,Whittington,E06000051,Shropshire,3238
E04012267,West Felton,E05009287,Whittington,E06000051,Shropshire,3239
E04004714,Ardeley,E05009315,Walkern,E07000242,East Hertfordshire,3240
E04004719,Benington,E05009315,Walkern,E07000242,East Hertfordshire,3241
E04012292,Walkern,E05009315,Walkern,E07000242,East Hertfordshire,3242
E04012334,Britwell,E05009338,Britwell and Northborough,E06000039,Slough,3243
E04001210,Colnbrook with Poyle,E05009343,Colnbrook with Poyle,E06000039,Slough,3244
E04001211,Wexham Court,E05009351,Wexham Lea,E06000039,Slough,3245
E04004553,Yateley,E05009352,Blackwater and Hawley,E07000089,Hart,3246
E04012053,Blackwater and Hawley,E05009352,Blackwater and Hawley,E07000089,Hart,3247
E04012054,Church Crookham,E05009353,Crookham East,E07000089,Hart,3248
E04012060,Fleet,E05009353,Crookham East,E07000089,Hart,3249
E04012054,Church Crookham,E05009354,Crookham West and Ewshot,E07000089,Hart,3250
E04012056,Crookham Village,E05009354,Crookham West and Ewshot,E07000089,Hart,3251
E04012059,Ewshot,E05009354,Crookham West and Ewshot,E07000089,Hart,3252
E04000893,Upton Bishop,E05009475,Old Gore,E06000019,"Herefordshire, County of",3253
E04004815,Watford Rural,E05009426,Carpenders Park,E07000102,Three Rivers,3254
E04004812,Chorleywood,E05009427,Chorleywood North & Sarratt,E07000102,Three Rivers,3255
E04004814,Sarratt,E05009427,Chorleywood North & Sarratt,E07000102,Three Rivers,3256
E04004812,Chorleywood,E05009428,Chorleywood South & Maple Cross,E07000102,Three Rivers,3257
E04012293,Croxley Green,E05009429,Dickinsons,E07000102,Three Rivers,3258
E04012293,Croxley Green,E05009430,Durrants,E07000102,Three Rivers,3259
E04004811,Abbots Langley,E05009431,Gade Valley,E07000102,Three Rivers,3260
E04004811,Abbots Langley,E05009432,Leavesden,E07000102,Three Rivers,3261
E04012658,Batchworth,E05009433,Moor Park & Eastbury,E07000102,Three Rivers,3262
E04004815,Watford Rural,E05009434,Oxhey Hall & Hayling,E07000102,Three Rivers,3263
E04000746,Dulas,E05009455,Golden Valley South,E06000019,"Herefordshire, County of",3264
E04001275,Walton,E05009413,Danesborough & Walton,E06000042,Milton Keynes,3265
E04012060,Fleet,E05009355,Fleet Central,E07000089,Hart,3266
E04004812,Chorleywood,E05009435,Penn & Mill End,E07000102,Three Rivers,3267
E04004812,Chorleywood,E05009436,Rickmansworth Town,E07000102,Three Rivers,3268
E04012658,Batchworth,E05009436,Rickmansworth Town,E07000102,Three Rivers,3269
E04004815,Watford Rural,E05009437,South Oxhey,E07000102,Three Rivers,3270
E04000747,Eardisland,E05009438,Arrow,E06000019,"Herefordshire, County of",3271
E04000794,Knill,E05009438,Arrow,E06000019,"Herefordshire, County of",3272
E04000822,Lyonshall,E05009438,Arrow,E06000019,"Herefordshire, County of",3273
E04000848,Pembridge,E05009438,Arrow,E06000019,"Herefordshire, County of",3274
E04000861,"Rodd, Nash and Little Brampton",E05009438,Arrow,E06000019,"Herefordshire, County of",3275
E04000870,Shobdon,E05009438,Arrow,E06000019,"Herefordshire, County of",3276
E04000874,Staunton on Arrow,E05009438,Arrow,E06000019,"Herefordshire, County of",3277
E04000886,Titley,E05009438,Arrow,E06000019,"Herefordshire, County of",3278
E04000921,Hereford,E05009439,Aylestone Hill,E06000019,"Herefordshire, County of",3279
E04000743,Dormington,E05009440,Backbury,E06000019,"Herefordshire, County of",3280
E04000761,Fownhope,E05009440,Backbury,E06000019,"Herefordshire, County of",3281
E04000768,Hampton Bishop,E05009440,Backbury,E06000019,"Herefordshire, County of",3282
E04000833,Mordiford,E05009440,Backbury,E06000019,"Herefordshire, County of",3283
E04000876,Stoke Edith,E05009440,Backbury,E06000019,"Herefordshire, County of",3284
E04000881,Tarrington,E05009440,Backbury,E06000019,"Herefordshire, County of",3285
E04000920,Belmont Rural,E05009441,Belmont Rural,E06000019,"Herefordshire, County of",3286
E04000683,Aconbury,E05009442,Birch,E06000019,"Herefordshire, County of",3287
E04000764,Garway,E05009442,Birch,E06000019,"Herefordshire, County of",3288
E04000770,Harewood,E05009442,Birch,E06000019,"Herefordshire, County of",3289
E04000805,Little Birch,E05009442,Birch,E06000019,"Herefordshire, County of",3290
E04000811,Llandinabo,E05009442,Birch,E06000019,"Herefordshire, County of",3291
E04000815,Llanwarne,E05009442,Birch,E06000019,"Herefordshire, County of",3292
E04000836,Much Birch,E05009442,Birch,E06000019,"Herefordshire, County of",3293
E04000846,Orcop,E05009442,Birch,E06000019,"Herefordshire, County of",3294
E04000850,Pencoyd,E05009442,Birch,E06000019,"Herefordshire, County of",3295
E04000867,St. Weonards,E05009442,Birch,E06000019,"Herefordshire, County of",3296
E04000887,Tretire with Michaelchurch,E05009442,Birch,E06000019,"Herefordshire, County of",3297
E04000735,Croft and Yarpole,E05009443,Bircher,E06000019,"Herefordshire, County of",3298
E04000757,"Eye, Moreton and Ashton",E05009443,Bircher,E06000019,"Herefordshire, County of",3299
E04000758,Eyton,E05009443,Bircher,E06000019,"Herefordshire, County of",3300
E04000788,Kingsland,E05009443,Bircher,E06000019,"Herefordshire, County of",3301
E04000819,Lucton,E05009443,Bircher,E06000019,"Herefordshire, County of",3302
E04000821,Luston,E05009443,Bircher,E06000019,"Herefordshire, County of",3303
E04000847,Orleton,E05009443,Bircher,E06000019,"Herefordshire, County of",3304
E04000860,Richards Castle (Hereford),E05009443,Bircher,E06000019,"Herefordshire, County of",3305
E04000684,Acton Beauchamp,E05009444,Bishops Frome & Cradley,E06000019,"Herefordshire, County of",3306
E04000915,Woolhope,E05009475,Old Gore,E06000019,"Herefordshire, County of",3307
E04000797,Ledbury,E05009465,Ledbury North,E06000019,"Herefordshire, County of",3308
E04000697,Bishop's Frome,E05009444,Bishops Frome & Cradley,E06000019,"Herefordshire, County of",3309
E04000756,Ewyas Harold,E05009455,Golden Valley South,E06000019,"Herefordshire, County of",3310
E04000783,Kentchurch,E05009455,Golden Valley South,E06000019,"Herefordshire, County of",3311
E04000810,Llancillo,E05009455,Golden Valley South,E06000019,"Herefordshire, County of",3312
E04000814,Llanveynoe,E05009455,Golden Valley South,E06000019,"Herefordshire, County of",3313
E04000816,Longtown,E05009455,Golden Valley South,E06000019,"Herefordshire, County of",3314
E04000829,Michaelchurch Escley,E05009455,Golden Valley South,E06000019,"Herefordshire, County of",3315
E04000842,Newton (Golden Valley South Ward),E05009455,Golden Valley South,E06000019,"Herefordshire, County of",3316
E04000864,Rowlstone,E05009455,Golden Valley South,E06000019,"Herefordshire, County of",3317
E04000866,St. Margarets,E05009455,Golden Valley South,E06000019,"Herefordshire, County of",3318
E04000889,Turnastone,E05009455,Golden Valley South,E06000019,"Herefordshire, County of",3319
E04000894,Vowchurch,E05009455,Golden Valley South,E06000019,"Herefordshire, County of",3320
E04000898,Walterstone,E05009455,Golden Valley South,E06000019,"Herefordshire, County of",3321
E04000921,Hereford,E05009456,Greyfriars,E06000019,"Herefordshire, County of",3322
E04000695,Bartestree,E05009457,Hagley,E06000019,"Herefordshire, County of",3323
E04000820,Lugwardine,E05009457,Hagley,E06000019,"Herefordshire, County of",3324
E04000857,Preston Wynne,E05009457,Hagley,E06000019,"Herefordshire, County of",3325
E04000904,Westhide,E05009457,Hagley,E06000019,"Herefordshire, County of",3326
E04000913,Withington,E05009457,Hagley,E06000019,"Herefordshire, County of",3327
E04000700,Bodenham,E05009458,Hampton,E06000019,"Herefordshire, County of",3328
E04000705,Bredenbury,E05009458,Hampton,E06000019,"Herefordshire, County of",3329
E04000729,Collington,E05009458,Hampton,E06000019,"Herefordshire, County of",3330
E04000741,Docklow and Hampton Wafer,E05009458,Hampton,E06000019,"Herefordshire, County of",3331
E04000752,Edwyn Ralph,E05009458,Hampton,E06000019,"Herefordshire, County of",3332
E04000760,Ford and Stoke Prior,E05009458,Hampton,E06000019,"Herefordshire, County of",3333
E04000767,Grendon Bishop,E05009458,Hampton,E06000019,"Herefordshire, County of",3334
E04000769,Hampton Charles,E05009458,Hampton,E06000019,"Herefordshire, County of",3335
E04000771,Hatfield and Newhampton,E05009458,Hampton,E06000019,"Herefordshire, County of",3336
E04000779,Humber,E05009458,Hampton,E06000019,"Herefordshire, County of",3337
E04000806,Little Cowarne,E05009458,Hampton,E06000019,"Herefordshire, County of",3338
E04000849,Pencombe with Grendon Warren,E05009458,Hampton,E06000019,"Herefordshire, County of",3339
E04000858,Pudlestone,E05009458,Hampton,E06000019,"Herefordshire, County of",3340
E04000884,Thornbury,E05009458,Hampton,E06000019,"Herefordshire, County of",3341
E04000895,Wacton,E05009458,Hampton,E06000019,"Herefordshire, County of",3342
E04000921,Hereford,E05009459,Hinton & Hunderton,E06000019,"Herefordshire, County of",3343
E04000775,Holmer & Shelwick,E05009460,Holmer,E06000019,"Herefordshire, County of",3344
E04000921,Hereford,E05009460,Holmer,E06000019,"Herefordshire, County of",3345
E04000702,Bosbury,E05009461,Hope End,E06000019,"Herefordshire, County of",3346
E04000728,Coddington,E05009461,Hope End,E06000019,"Herefordshire, County of",3347
E04000730,Colwall,E05009461,Hope End,E06000019,"Herefordshire, County of",3348
E04000828,Mathon,E05009461,Hope End,E06000019,"Herefordshire, County of",3349
E04000763,Ganarew,E05009462,Kerne Bridge,E06000019,"Herefordshire, County of",3350
E04000765,Goodrich,E05009462,Kerne Bridge,E06000019,"Herefordshire, County of",3351
E04000896,Walford,E05009462,Kerne Bridge,E06000019,"Herefordshire, County of",3352
E04000901,Welsh Bicknor,E05009462,Kerne Bridge,E06000019,"Herefordshire, County of",3353
E04000908,Whitchurch,E05009462,Kerne Bridge,E06000019,"Herefordshire, County of",3354
E04000921,Hereford,E05009463,Kings Acre,E06000019,"Herefordshire, County of",3355
E04000918,Yatton,E05009475,Old Gore,E06000019,"Herefordshire, County of",3356
E04012060,Fleet,E05009356,Fleet East,E07000089,Hart,3357
E04012177,Bow Brickhill,E05009413,Danesborough & Walton,E06000042,Milton Keynes,3358
E04000780,Huntington,E05009464,Kington,E06000019,"Herefordshire, County of",3359
E04000790,Kington,E05009464,Kington,E06000019,"Herefordshire, County of",3360
E04000900,Wellington Heath,E05009465,Ledbury North,E06000019,"Herefordshire, County of",3361
E04000791,Kington Rural,E05009464,Kington,E06000019,"Herefordshire, County of",3362
E04000732,Cradley and Storridge,E05009444,Bishops Frome & Cradley,E06000019,"Herefordshire, County of",3363
E04000742,Donnington,E05009466,Ledbury South,E06000019,"Herefordshire, County of",3364
E04000749,Eastnor,E05009466,Ledbury South,E06000019,"Herefordshire, County of",3365
E04000797,Ledbury,E05009466,Ledbury South,E06000019,"Herefordshire, County of",3366
E04000797,Ledbury,E05009467,Ledbury West,E06000019,"Herefordshire, County of",3367
E04000800,Leominster,E05009468,Leominster East,E06000019,"Herefordshire, County of",3368
E04000711,Brimfield,E05009469,Leominster North & Rural,E06000019,"Herefordshire, County of",3369
E04000785,Kimbolton,E05009469,Leominster North & Rural,E06000019,"Herefordshire, County of",3370
E04000795,Laysters,E05009469,Leominster North & Rural,E06000019,"Herefordshire, County of",3371
E04000800,Leominster,E05009469,Leominster North & Rural,E06000019,"Herefordshire, County of",3372
E04000808,Little Hereford,E05009469,Leominster North & Rural,E06000019,"Herefordshire, County of",3373
E04000830,Middleton on the Hill,E05009469,Leominster North & Rural,E06000019,"Herefordshire, County of",3374
E04000800,Leominster,E05009470,Leominster South,E06000019,"Herefordshire, County of",3375
E04000832,Monkland and Stretford,E05009470,Leominster South,E06000019,"Herefordshire, County of",3376
E04000800,Leominster,E05009471,Leominster West,E06000019,"Herefordshire, County of",3377
E04000709,Bridstow,E05009472,Llangarron,E06000019,"Herefordshire, County of",3378
E04000812,Llangarron,E05009472,Llangarron,E06000019,"Herefordshire, County of",3379
E04000813,Llanrothal,E05009472,Llangarron,E06000019,"Herefordshire, County of",3380
E04000827,Marstow,E05009472,Llangarron,E06000019,"Herefordshire, County of",3381
E04000852,Peterstow,E05009472,Llangarron,E06000019,"Herefordshire, County of",3382
E04000869,Sellack,E05009472,Llangarron,E06000019,"Herefordshire, County of",3383
E04012193,Wavendon,E05009413,Danesborough & Walton,E06000042,Milton Keynes,3384
E04000902,Welsh Newton,E05009472,Llangarron,E06000019,"Herefordshire, County of",3385
E04012196,Woburn Sands,E05009413,Danesborough & Walton,E06000042,Milton Keynes,3386
E04012058,Elvetham Heath,E05009357,Fleet West,E07000089,Hart,3387
E04000755,Evesbatch,E05009444,Bishops Frome & Cradley,E06000019,"Herefordshire, County of",3388
E04000685,Adforton,E05009473,Mortimer,E06000019,"Herefordshire, County of",3389
E04000689,Aston Ingham,E05009476,Penyard,E06000019,"Herefordshire, County of",3390
E04012188,Loughton & Great Holm,E05009414,Loughton & Shenley,E06000042,Milton Keynes,3391
E04012060,Fleet,E05009357,Fleet West,E07000089,Hart,3392
E04000872,Stanford Bishop,E05009444,Bishops Frome & Cradley,E06000019,"Herefordshire, County of",3393
E04000692,Aymestrey,E05009473,Mortimer,E06000019,"Herefordshire, County of",3394
E04000776,Hope Mansell,E05009476,Penyard,E06000019,"Herefordshire, County of",3395
E04012190,Shenley Church End,E05009414,Loughton & Shenley,E06000042,Milton Keynes,3396
E04004537,Bramshill,E05009358,Hartley Wintney,E07000089,Hart,3397
E04000921,Hereford,E05009445,Bobblestock,E06000019,"Herefordshire, County of",3398
E04000704,Brampton Bryan,E05009473,Mortimer,E06000019,"Herefordshire, County of",3399
E04000796,Lea,E05009476,Penyard,E06000019,"Herefordshire, County of",3400
E04001275,Walton,E05009415,Monkston,E06000042,Milton Keynes,3401
E04004541,Eversley,E05009358,Hartley Wintney,E07000089,Hart,3402
E04000715,Brockhampton (Bromyard Bringsty Ward),E05009446,Bromyard Bringsty,E06000019,"Herefordshire, County of",3403
E04000716,Bromyard and Winslow,E05009446,Bromyard Bringsty,E06000019,"Herefordshire, County of",3404
E04000751,Edvin Loach and Saltmarshe,E05009446,Bromyard Bringsty,E06000019,"Herefordshire, County of",3405
E04000803,Linton (Bromyard Bringsty Ward),E05009446,Bromyard Bringsty,E06000019,"Herefordshire, County of",3406
E04000843,Norton,E05009446,Bromyard Bringsty,E06000019,"Herefordshire, County of",3407
E04000882,Tedstone Delamere,E05009446,Bromyard Bringsty,E06000019,"Herefordshire, County of",3408
E04000883,Tedstone Wafer,E05009446,Bromyard Bringsty,E06000019,"Herefordshire, County of",3409
E04000892,Upper Sapey,E05009446,Bromyard Bringsty,E06000019,"Herefordshire, County of",3410
E04000907,Whitbourne,E05009446,Bromyard Bringsty,E06000019,"Herefordshire, County of",3411
E04000914,Wolferlow,E05009446,Bromyard Bringsty,E06000019,"Herefordshire, County of",3412
E04000716,Bromyard and Winslow,E05009447,Bromyard West,E06000019,"Herefordshire, County of",3413
E04000687,Almeley,E05009448,Castle,E06000019,"Herefordshire, County of",3414
E04000710,Brilley,E05009448,Castle,E06000019,"Herefordshire, County of",3415
E04000713,Brobury with Monnington on Wye,E05009448,Castle,E06000019,"Herefordshire, County of",3416
E04000748,Eardisley,E05009448,Castle,E06000019,"Herefordshire, County of",3417
E04000792,Kinnersley,E05009448,Castle,E06000019,"Herefordshire, County of",3418
E04000801,Letton,E05009448,Castle,E06000019,"Herefordshire, County of",3419
E04000844,Norton Canon,E05009448,Castle,E06000019,"Herefordshire, County of",3420
E04000868,Sarnesfield,E05009448,Castle,E06000019,"Herefordshire, County of",3421
E04000875,Staunton on Wye,E05009448,Castle,E06000019,"Herefordshire, County of",3422
E04000909,Whitney-on-Wye,E05009448,Castle,E06000019,"Herefordshire, County of",3423
E04000911,Willersley and Winforton,E05009448,Castle,E06000019,"Herefordshire, County of",3424
E04000921,Hereford,E05009449,Central,E06000019,"Herefordshire, County of",3425
E04000921,Hereford,E05009450,College,E06000019,"Herefordshire, County of",3426
E04000694,Ballingham,E05009452,Dinedor Hill,E06000019,"Herefordshire, County of",3427
E04000701,Bolstone,E05009452,Dinedor Hill,E06000019,"Herefordshire, County of",3428
E04000739,Dinedor,E05009452,Dinedor Hill,E06000019,"Herefordshire, County of",3429
E04000773,Hentland,E05009452,Dinedor Hill,E06000019,"Herefordshire, County of",3430
E04000774,Holme Lacy,E05009452,Dinedor Hill,E06000019,"Herefordshire, County of",3431
E04000807,Little Dewchurch,E05009452,Dinedor Hill,E06000019,"Herefordshire, County of",3432
E04000817,Lower Bullingham,E05009452,Dinedor Hill,E06000019,"Herefordshire, County of",3433
E04000921,Hereford,E05009453,Eign Hill,E06000019,"Herefordshire, County of",3434
E04000699,Blakemere,E05009454,Golden Valley North,E06000019,"Herefordshire, County of",3435
E04000706,Bredwardine,E05009454,Golden Valley North,E06000019,"Herefordshire, County of",3436
E04000727,Clifford,E05009454,Golden Valley North,E06000019,"Herefordshire, County of",3437
E04000736,Cusop,E05009454,Golden Valley North,E06000019,"Herefordshire, County of",3438
E04000744,Dorstone,E05009454,Golden Valley North,E06000019,"Herefordshire, County of",3439
E04000831,Moccas,E05009454,Golden Valley North,E06000019,"Herefordshire, County of",3440
E04000851,Peterchurch,E05009454,Golden Valley North,E06000019,"Herefordshire, County of",3441
E04000856,Preston on Wye,E05009454,Golden Valley North,E06000019,"Herefordshire, County of",3442
E04000890,Tyberton,E05009454,Golden Valley North,E06000019,"Herefordshire, County of",3443
E04000682,Abbey Dore,E05009455,Golden Valley South,E06000019,"Herefordshire, County of",3444
E04000693,Bacton,E05009455,Golden Valley South,E06000019,"Herefordshire, County of",3445
E04000733,Craswall,E05009455,Golden Valley South,E06000019,"Herefordshire, County of",3446
E04012061,Hartley Wintney,E05009358,Hartley Wintney,E07000089,Hart,3447
E04000804,Linton (Penyard Ward),E05009476,Penyard,E06000019,"Herefordshire, County of",3448
E04000717,Buckton and Coxall,E05009473,Mortimer,E06000019,"Herefordshire, County of",3449
E04000719,Burrington,E05009473,Mortimer,E06000019,"Herefordshire, County of",3450
E04000721,Byton,E05009473,Mortimer,E06000019,"Herefordshire, County of",3451
E04000731,Combe,E05009473,Mortimer,E06000019,"Herefordshire, County of",3452
E04000745,Downton,E05009473,Mortimer,E06000019,"Herefordshire, County of",3453
E04000754,Elton,E05009473,Mortimer,E06000019,"Herefordshire, County of",3454
E04012062,Heckfield,E05009358,Hartley Wintney,E07000089,Hart,3455
E04000906,Weston under Penyard,E05009476,Penyard,E06000019,"Herefordshire, County of",3456
E04000793,Kinsham,E05009473,Mortimer,E06000019,"Herefordshire, County of",3457
E04001285,"Kents Hill, Monkston and Brinklow",E05009415,Monkston,E06000042,Milton Keynes,3458
E04000798,Leinthall Starkes,E05009473,Mortimer,E06000019,"Herefordshire, County of",3459
E04000799,Leintwardine,E05009473,Mortimer,E06000019,"Herefordshire, County of",3460
E04001249,Castlethorpe,E05009416,Newport Pagnell North & Hanslope,E06000042,Milton Keynes,3461
E04012063,Mattingley,E05009358,Hartley Wintney,E07000089,Hart,3462
E04000802,Lingen,E05009473,Mortimer,E06000019,"Herefordshire, County of",3463
E04001254,Gayhurst,E05009416,Newport Pagnell North & Hanslope,E06000042,Milton Keynes,3464
E04000921,Hereford,E05009478,Red Hill,E06000019,"Herefordshire, County of",3465
E04012065,Winchfield,E05009358,Hartley Wintney,E07000089,Hart,3466
E04000854,Pipe Aston,E05009473,Mortimer,E06000019,"Herefordshire, County of",3467
E04001256,Hanslope,E05009416,Newport Pagnell North & Hanslope,E06000042,Milton Keynes,3468
E04012406,Ross-on-Wye,E05009479,Ross East,E06000019,"Herefordshire, County of",3469
E04004546,Hook,E05009359,Hook,E07000089,Hart,3470
E04000873,Stapleton,E05009473,Mortimer,E06000019,"Herefordshire, County of",3471
E04001265,Newport Pagnell,E05009416,Newport Pagnell North & Hanslope,E06000042,Milton Keynes,3472
E04012406,Ross-on-Wye,E05009480,Ross North,E06000019,"Herefordshire, County of",3473
E04012064,Rotherwick,E05009359,Hook,E07000089,Hart,3474
E04000897,"Walford, Letton and Newton",E05009473,Mortimer,E06000019,"Herefordshire, County of",3475
E04001274,Stoke Goldington,E05009416,Newport Pagnell North & Hanslope,E06000042,Milton Keynes,3476
E04012406,Ross-on-Wye,E05009481,Ross West,E06000019,"Herefordshire, County of",3477
E04004542,Greywell,E05009360,Odiham,E07000089,Hart,3478
E04000910,Wigmore,E05009473,Mortimer,E06000019,"Herefordshire, County of",3479
E04012185,Great Linford,E05009416,Newport Pagnell North & Hanslope,E06000042,Milton Keynes,3480
E04000921,Hereford,E05009482,Saxon Gate,E06000019,"Herefordshire, County of",3481
E04004547,Long Sutton,E05009360,Odiham,E07000089,Hart,3482
E04000912,Willey,E05009473,Mortimer,E06000019,"Herefordshire, County of",3483
E04012186,Haversham-cum-Little Linford,E05009416,Newport Pagnell North & Hanslope,E06000042,Milton Keynes,3484
E04000688,Ashperton,E05009485,Three Crosses,E06000019,"Herefordshire, County of",3485
E04004549,Odiham,E05009360,Odiham,E07000089,Hart,3486
E04000921,Hereford,E05009474,Newton Farm,E06000019,"Herefordshire, County of",3487
E04001265,Newport Pagnell,E05009417,Newport Pagnell South,E06000042,Milton Keynes,3488
E04000691,Aylton,E05009485,Three Crosses,E06000019,"Herefordshire, County of",3489
E04004551,South Warnborough,E05009360,Odiham,E07000089,Hart,3490
E04012055,Crondall,E05009360,Odiham,E07000089,Hart,3491
E04000703,Brampton Abbotts,E05009475,Old Gore,E06000019,"Herefordshire, County of",3492
E04012057,Dogmersfield,E05009360,Odiham,E07000089,Hart,3493
E04012185,Great Linford,E05009417,Newport Pagnell South,E06000042,Milton Keynes,3494
E04004553,Yateley,E05009361,Yateley East,E07000089,Hart,3495
E04000714,Brockhampton (Old Gore Ward),E05009475,Old Gore,E06000019,"Herefordshire, County of",3496
E04000723,Canon Frome,E05009485,Three Crosses,E06000019,"Herefordshire, County of",3497
E04004553,Yateley,E05009362,Yateley West,E07000089,Hart,3498
E04000725,Castle Frome,E05009485,Three Crosses,E06000019,"Herefordshire, County of",3499
E04000753,Eggleton,E05009485,Three Crosses,E06000019,"Herefordshire, County of",3500
E04008290,Fulbrook,E05009363,Burford,E07000181,West Oxfordshire,3501
E04001244,Astwood,E05009418,Olney,E06000042,Milton Keynes,3502
E04000759,Felton,E05009485,Three Crosses,E06000019,"Herefordshire, County of",3503
E04000762,Foy,E05009475,Old Gore,E06000019,"Herefordshire, County of",3504
E04008332,Taynton,E05009363,Burford,E07000181,West Oxfordshire,3505
E04001250,Chicheley,E05009418,Olney,E06000042,Milton Keynes,3506
E04000809,Little Marcle,E05009485,Three Crosses,E06000019,"Herefordshire, County of",3507
E04000778,How Caple,E05009475,Old Gore,E06000019,"Herefordshire, County of",3508
E04012210,Burford,E05009363,Burford,E07000181,West Oxfordshire,3509
E04001251,Clifton Reynes,E05009418,Olney,E06000042,Milton Keynes,3510
E04000834,Moreton Jeffries,E05009485,Three Crosses,E06000019,"Herefordshire, County of",3511
E04000787,Kings Caple,E05009475,Old Gore,E06000019,"Herefordshire, County of",3512
E04008330,Swinbrook and Widford,E05009364,Brize Norton and Shilton,E07000181,West Oxfordshire,3513
E04001253,Emberton,E05009418,Olney,E06000042,Milton Keynes,3514
